panel,case,tier,model,source_sweep,source_cell,timeout,elapsed_s,bound
realworld,berry-2,3,openrouter/openai/gpt-4o,berry_consolidated,berry-2__tier3__openrouter_openai_gpt-4o__tier3_gdb_only__ctx10__t1,600,18.32,false
realworld,berry-2,1,openrouter/google/gemini-2.5-flash,berry_consolidated,berry-2__tier1__openrouter_google_gemini-2.5-flash__tier1_bash_only__ctx10__t1,600,19.13,false
realworld,berry-2,3,openrouter/google/gemini-2.5-flash,berry_consolidated,berry-2__tier3__openrouter_google_gemini-2.5-flash__tier3_gdb_only__ctx10__t1,600,20.16,false
realworld,berry-2,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,berry_consolidated,berry-2__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,600,439.92,false
realworld,berry-2,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,berry_consolidated,berry-2__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,600,172.92,false
realworld,berry-2,1,openrouter/nvidia/nemotron-3-nano-30b-a3b,berry_consolidated,berry-2__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,600,600.10,true
realworld,berry-2,1,openrouter/meta-llama/llama-3.1-8b-instruct,berry_consolidated,berry-2__tier1__openrouter_meta-llama_llama-3.1-8b-instruct__tier1_bash_only__ctx10__t1,600,16.36,false
realworld,berry-2,3,openrouter/meta-llama/llama-3.1-8b-instruct,berry_consolidated,berry-2__tier3__openrouter_meta-llama_llama-3.1-8b-instruct__tier3_gdb_only__ctx10__t1,600,10.92,false
realworld,berry-3,1,openrouter/openai/gpt-5.5,berry_consolidated,berry-3__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,600,116.22,false
realworld,berry-3,1,openrouter/openai/gpt-4o,berry_consolidated,berry-3__tier1__openrouter_openai_gpt-4o__tier1_bash_only__ctx10__t1,600,44.09,false
realworld,berry-3,3,openrouter/openai/gpt-4o,berry_consolidated,berry-3__tier3__openrouter_openai_gpt-4o__tier3_gdb_only__ctx10__t1,600,18.57,false
realworld,berry-3,1,openrouter/google/gemini-2.5-flash,berry_consolidated,berry-3__tier1__openrouter_google_gemini-2.5-flash__tier1_bash_only__ctx10__t1,600,18.25,false
realworld,berry-3,3,openrouter/google/gemini-2.5-flash,berry_consolidated,berry-3__tier3__openrouter_google_gemini-2.5-flash__tier3_gdb_only__ctx10__t1,600,72.59,false
realworld,berry-3,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,berry_consolidated,berry-3__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,600,235.02,false
realworld,berry-3,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,berry_consolidated,berry-3__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,600,136.70,false
realworld,berry-3,1,openrouter/nvidia/nemotron-3-nano-30b-a3b,berry_consolidated,berry-3__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,600,600.11,true
realworld,berry-3,1,openrouter/meta-llama/llama-3.1-8b-instruct,berry_consolidated,berry-3__tier1__openrouter_meta-llama_llama-3.1-8b-instruct__tier1_bash_only__ctx10__t1,600,22.05,false
realworld,berry-3,3,openrouter/meta-llama/llama-3.1-8b-instruct,berry_consolidated,berry-3__tier3__openrouter_meta-llama_llama-3.1-8b-instruct__tier3_gdb_only__ctx10__t1,600,7.20,false
realworld,berry-4,1,openrouter/openai/gpt-5.5,berry_consolidated,berry-4__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,600,50.77,false
realworld,berry-4,3,openrouter/openai/gpt-5.5,berry_consolidated,berry-4__tier3__openrouter_openai_gpt-5.5__tier3_gdb_only__ctx10__t1,600,408.68,false
realworld,berry-4,1,openrouter/openai/gpt-4o,berry_consolidated,berry-4__tier1__openrouter_openai_gpt-4o__tier1_bash_only__ctx10__t1,600,24.14,false
realworld,berry-4,3,openrouter/openai/gpt-4o,berry_consolidated,berry-4__tier3__openrouter_openai_gpt-4o__tier3_gdb_only__ctx10__t1,600,12.02,false
realworld,berry-4,1,openrouter/google/gemini-2.5-flash,berry_consolidated,berry-4__tier1__openrouter_google_gemini-2.5-flash__tier1_bash_only__ctx10__t1,600,15.43,false
realworld,berry-4,3,openrouter/google/gemini-2.5-flash,berry_consolidated,berry-4__tier3__openrouter_google_gemini-2.5-flash__tier3_gdb_only__ctx10__t1,600,38.48,false
realworld,berry-4,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,berry_consolidated,berry-4__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,600,99.41,false
realworld,berry-4,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,berry_consolidated,berry-4__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,600,138.26,false
realworld,berry-4,1,openrouter/meta-llama/llama-3.1-8b-instruct,berry_consolidated,berry-4__tier1__openrouter_meta-llama_llama-3.1-8b-instruct__tier1_bash_only__ctx10__t1,600,309.32,false
realworld,berry-4,3,openrouter/meta-llama/llama-3.1-8b-instruct,berry_consolidated,berry-4__tier3__openrouter_meta-llama_llama-3.1-8b-instruct__tier3_gdb_only__ctx10__t1,600,7.50,false
realworld,berry-5,1,openrouter/openai/gpt-5.5,berry_consolidated,berry-5__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,600,99.26,false
realworld,berry-5,1,openrouter/openai/gpt-4o,berry_consolidated,berry-5__tier1__openrouter_openai_gpt-4o__tier1_bash_only__ctx10__t1,600,46.37,false
realworld,berry-5,3,openrouter/openai/gpt-4o,berry_consolidated,berry-5__tier3__openrouter_openai_gpt-4o__tier3_gdb_only__ctx10__t1,600,15.02,false
realworld,berry-5,1,openrouter/google/gemini-2.5-flash,berry_consolidated,berry-5__tier1__openrouter_google_gemini-2.5-flash__tier1_bash_only__ctx10__t1,600,31.86,false
realworld,berry-5,3,openrouter/google/gemini-2.5-flash,berry_consolidated,berry-5__tier3__openrouter_google_gemini-2.5-flash__tier3_gdb_only__ctx10__t1,600,22.47,false
realworld,berry-5,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,berry_consolidated,berry-5__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,600,88.01,false
realworld,berry-5,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,berry_consolidated,berry-5__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,600,151.41,false
realworld,berry-5,1,openrouter/meta-llama/llama-3.1-8b-instruct,berry_consolidated,berry-5__tier1__openrouter_meta-llama_llama-3.1-8b-instruct__tier1_bash_only__ctx10__t1,600,38.00,false
realworld,berry-5,3,openrouter/meta-llama/llama-3.1-8b-instruct,berry_consolidated,berry-5__tier3__openrouter_meta-llama_llama-3.1-8b-instruct__tier3_gdb_only__ctx10__t1,600,32.68,false
realworld,crashbench-abo1,1,openrouter/openai/gpt-5.5,native-smoke-t123-gpt55,crashbench-abo1__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,600,37.05,false
realworld,crashbench-abo1,3,openrouter/openai/gpt-5.5,t3-native-smoke-gpt55-v3,crashbench-abo1__tier3__openrouter_openai_gpt-5.5__tier3_gdb_only__ctx10__t1,600,108.99,false
realworld,crashbench-abo1,1,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504,crashbench-abo1__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,300,45.96,false
realworld,crashbench-abo1,3,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,crashbench-abo1__tier3__openrouter_anthropic_claude-sonnet-4.5__tier3_gdb_only__ctx10__t1,300,40.41,false
realworld,crashbench-abo1,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504,crashbench-abo1__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,10.74,false
realworld,crashbench-abo1,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,crashbench-abo1__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,34.01,false
realworld,crashbench-abo1,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504,crashbench-abo1__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,300,158.35,false
realworld,crashbench-abo1,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-t3-rerun-20260504-qwen30,crashbench-abo1__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,300,48.09,false
realworld,crashbench-abo1,1,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-ablation-20260504-nemotron30,crashbench-abo1__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,300,27.61,false
realworld,crashbench-abo1,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-t3-rerun-20260504-nemotron30,crashbench-abo1__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,300,33.84,false
realworld,crashbench-abo2,1,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,crashbench-abo2__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,300,51.14,false
realworld,crashbench-abo2,3,openrouter/openai/gpt-5.5,external-native-t3-rerun-20260504-gpt55,crashbench-abo2__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,300,115.07,false
realworld,crashbench-abo2,1,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,crashbench-abo2__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,300,291.00,true
realworld,crashbench-abo2,3,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,crashbench-abo2__tier3__openrouter_anthropic_claude-sonnet-4.5__tier3_gdb_only__ctx10__t1,300,102.94,false
realworld,crashbench-abo2,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,crashbench-abo2__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,20.45,false
realworld,crashbench-abo2,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,crashbench-abo2__tier3__openrouter_google_gemini-3.1-flash-lite-preview__tier3_gdb_only__ctx10__t1,300,27.66,false
realworld,crashbench-abo2,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,crashbench-abo2__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,300,17.55,false
realworld,crashbench-abo2,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-t3-rerun-20260504-qwen30,crashbench-abo2__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,300,38.08,false
realworld,crashbench-abo2,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-t3-rerun-20260504-nemotron30,crashbench-abo2__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,300,49.01,false
realworld,crashbench-abo3,3,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,crashbench-abo3__tier3__openrouter_openai_gpt-5.5__tier3_gdb_only__ctx10__t1,300,74.50,false
realworld,crashbench-abo3,1,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,crashbench-abo3__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,300,271.27,false
realworld,crashbench-abo3,3,openrouter/anthropic/claude-sonnet-4.5,external-native-t3-rerun-20260504-sonnet45,crashbench-abo3__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,300,206.69,false
realworld,crashbench-abo3,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,crashbench-abo3__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,12.10,false
realworld,crashbench-abo3,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,crashbench-abo3__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,63.87,false
realworld,crashbench-abo3,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-t3-rerun-20260504-qwen30,crashbench-abo3__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,300,27.84,false
realworld,crashbench-abo3,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-t3-rerun-20260504-nemotron30,crashbench-abo3__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,300,261.23,false
realworld,crashbench-abo5,1,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,crashbench-abo5__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,300,51.98,false
realworld,crashbench-abo5,3,openrouter/openai/gpt-5.5,external-native-t3-rerun-20260504-gpt55,crashbench-abo5__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,300,185.24,false
realworld,crashbench-abo5,1,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,crashbench-abo5__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,300,77.94,false
realworld,crashbench-abo5,3,openrouter/anthropic/claude-sonnet-4.5,external-native-t3-rerun-20260504-sonnet45,crashbench-abo5__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,300,58.79,false
realworld,crashbench-abo5,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,crashbench-abo5__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,14.27,false
realworld,crashbench-abo5,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,crashbench-abo5__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,60.85,false
realworld,crashbench-abo5,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-t3-rerun-20260504-qwen30,crashbench-abo5__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,300,30.76,false
realworld,crashbench-abo5,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-ablation-20260504-nemotron30,crashbench-abo5__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,300,39.95,false
realworld,crashbench-abo7,1,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,crashbench-abo7__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,300,28.23,false
realworld,crashbench-abo7,3,openrouter/openai/gpt-5.5,external-native-t3-rerun-20260504-gpt55,crashbench-abo7__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,300,130.41,false
realworld,crashbench-abo7,1,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,crashbench-abo7__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,300,39.06,false
realworld,crashbench-abo7,3,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,crashbench-abo7__tier3__openrouter_anthropic_claude-sonnet-4.5__tier3_gdb_only__ctx10__t1,300,156.43,false
realworld,crashbench-abo7,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,crashbench-abo7__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,13.33,false
realworld,crashbench-abo7,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,crashbench-abo7__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,23.75,false
realworld,crashbench-abo7,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,crashbench-abo7__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,300,16.66,false
realworld,crashbench-abo7,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-t3-rerun-20260504-qwen30,crashbench-abo7__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,300,25.52,false
realworld,crashbench-abo7,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-ablation-20260504-nemotron30,crashbench-abo7__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,300,184.82,false
realworld,crashbench-abo8,1,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,crashbench-abo8__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,300,60.27,false
realworld,crashbench-abo8,3,openrouter/openai/gpt-5.5,external-native-t3-rerun-20260504-gpt55,crashbench-abo8__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,300,145.98,false
realworld,crashbench-abo8,3,openrouter/anthropic/claude-sonnet-4.5,external-native-t3-rerun-20260504-sonnet45,crashbench-abo8__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,300,206.85,false
realworld,crashbench-abo8,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,crashbench-abo8__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,10.85,false
realworld,crashbench-abo8,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,crashbench-abo8__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,23.02,false
realworld,crashbench-abo8,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,crashbench-abo8__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,300,12.87,false
realworld,crashbench-abo8,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-t3-rerun-20260504-qwen30,crashbench-abo8__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,300,20.84,false
realworld,crashbench-abo8,1,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-ablation-20260504-nemotron30,crashbench-abo8__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,300,11.83,false
realworld,crashbench-abo8,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-t3-rerun-20260504-nemotron30,crashbench-abo8__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,300,89.10,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,300,28.72,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,3,openrouter/openai/gpt-5.5,external-native-t3-rerun-20260504-gpt55,juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,300,61.63,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,300,46.33,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,3,openrouter/anthropic/claude-sonnet-4.5,external-native-t3-rerun-20260504-sonnet45,juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,300,30.50,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,13.21,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,28.08,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,300,23.51,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-t3-rerun-20260504-qwen30,juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,300,22.81,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-ablation-20260504-nemotron30,juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,300,23.30,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-t3-rerun-20260504-nemotron30,juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,300,118.43,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,300,266.89,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,3,openrouter/openai/gpt-5.5,external-native-t3-rerun-20260504-gpt55,juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,300,69.24,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,300,50.63,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,3,openrouter/anthropic/claude-sonnet-4.5,external-native-t3-rerun-20260504-sonnet45,juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,300,132.40,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,12.02,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,45.62,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,300,15.71,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,300,119.15,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-ablation-20260504-nemotron30,juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,300,13.72,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-t3-rerun-20260504-nemotron30,juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,300,48.30,false
realworld,juliet-cwe126-char-alloca-loop-01,1,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,juliet-cwe126-char-alloca-loop-01__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,300,30.77,false
realworld,juliet-cwe126-char-alloca-loop-01,3,openrouter/openai/gpt-5.5,external-native-t3-rerun-20260504-gpt55,juliet-cwe126-char-alloca-loop-01__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,300,167.80,false
realworld,juliet-cwe126-char-alloca-loop-01,1,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,juliet-cwe126-char-alloca-loop-01__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,300,252.48,false
realworld,juliet-cwe126-char-alloca-loop-01,3,openrouter/anthropic/claude-sonnet-4.5,external-native-t3-rerun-20260504-sonnet45,juliet-cwe126-char-alloca-loop-01__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,300,222.06,false
realworld,juliet-cwe126-char-alloca-loop-01,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,juliet-cwe126-char-alloca-loop-01__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,239.27,false
realworld,juliet-cwe126-char-alloca-loop-01,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,juliet-cwe126-char-alloca-loop-01__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,56.22,false
realworld,juliet-cwe126-char-alloca-loop-01,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,juliet-cwe126-char-alloca-loop-01__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,300,25.71,false
realworld,juliet-cwe126-char-alloca-loop-01,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-t3-rerun-20260504-qwen30,juliet-cwe126-char-alloca-loop-01__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,300,68.45,false
